Student_ID,Name,Gender,Age,Department,Year,Attendance,Study_Hours,Current_GPA
S0893,Alexis Jefferson,Female,24,Arts,4,83.44,2.7,2.41
S0894,Jasmine White,Male,24,Arts,2,66.15,7.6,3.47
S0895,Brian Carter,Female,20,Commerce,2,50.34,9.4,3.95
S0896,Matthew Hall,Female,20,Commerce,1,97.36,6.9,3.83
S0897,Angel Valentine,Female,20,Commerce,4,76.76,4.9,3.21
S0898,Sabrina King,Male,21,Arts,2,72.0,10.0,3.74
S0899,Richard Moore,Female,18,Science,2,51.21,5.0,3.04
S0900,Mr. Randy Williams,Male,21,Science,4,77.42,8.3,3.46
S0901,Pamela Jordan,Female,18,Engineering,2,64.91,3.1,3.53
S0902,Christina Hansen,Male,19,Arts,2,60.66,9.9,3.43
S0903,William Johnson,Male,19,Science,4,59.48,4.2,3.68
S0904,Meagan Daniels,Female,21,Commerce,4,59.9,9.6,3.33
S0905,Brian Daugherty,Male,22,Science,3,60.92,4.1,3.93
S0906,Brian Walsh,Male,19,Engineering,2,59.15,8.9,2.34
S0907,Elizabeth Higgins,Female,19,Science,3,80.45,1.8,2.09
S0908,David Robinson,Male,20,Commerce,1,68.03,1.5,3.92
S0909,Kelly Sanchez,Female,19,Commerce,3,52.73,3.2,2.25
S0910,Norman Woods,Male,22,Arts,3,55.18,7.7,2.53
S0911,Valerie King,Female,25,Engineering,4,50.11,8.6,2.12
S0912,Desiree Jones,Female,20,Science,3,68.4,2.6,3.46
S0913,Sarah Wood,Male,20,Engineering,3,64.86,8.7,3.34
S0914,Jimmy Carpenter,Female,20,Engineering,2,74.51,3.8,2.37
S0915,Jacob Cummings,Female,23,Engineering,1,92.06,1.3,2.58
S0916,Donna Koch,Female,24,Arts,1,65.24,6.8,2.39
S0917,Jeremiah Watkins,Female,23,Commerce,4,92.67,4.4,3.12
S0918,Matthew Chambers,Female,18,Commerce,1,63.07,7.0,3.73
S0919,Patricia Ellison,Male,25,Engineering,1,87.8,5.4,3.93
S0920,Annette Dalton MD,Female,19,Science,4,58.67,3.2,2.14
S0921,Michael Green,Female,23,Science,3,52.89,9.1,2.38
S0922,Devin Watson,Male,23,Arts,1,71.37,7.7,2.18
S0923,Daniel Kelly,Male,20,Arts,4,94.34,1.3,3.58
S0924,Janice Flores,Male,20,Commerce,4,60.78,6.1,2.29
S0925,Joseph Allen,Female,22,Commerce,1,87.32,2.2,3.82
S0926,Dominic Nelson,Female,25,Arts,4,53.04,9.8,3.62
S0927,Garrett Smith,Female,25,Commerce,3,87.27,9.9,2.84
S0928,William Moore,Female,25,Arts,2,61.33,3.6,2.96
S0929,Amy Ramirez,Male,23,Commerce,4,66.73,8.8,3.48
S0930,Kathleen Fisher,Female,24,Commerce,3,50.95,3.3,3.39
S0931,Jonathan Simpson,Female,20,Science,3,98.15,4.5,2.8
S0932,Joseph Sanchez,Female,24,Engineering,3,93.08,8.9,2.15
S0933,Andrew Griffin,Female,19,Commerce,4,60.52,7.3,2.94
S0934,Alexander Montoya,Female,18,Commerce,2,70.8,8.6,3.75
S0935,Veronica Fritz,Male,20,Engineering,4,89.55,1.8,3.45
S0936,Kelly Valencia,Female,22,Arts,2,72.12,8.3,2.56
S0937,Linda Coleman,Male,18,Arts,2,93.77,8.4,3.19
S0938,Timothy Wallace,Female,25,Science,2,92.0,3.3,2.49
S0939,Kristina Atkinson,Male,25,Engineering,2,93.35,3.7,2.55
S0940,Ashley Sanchez,Male,25,Arts,3,78.05,7.1,3.35
S0941,Alexander Burke,Male,24,Science,4,68.81,6.7,3.64
S0942,Heather Quinn,Male,18,Science,1,84.18,4.9,3.83
S0943,Kenneth Butler,Female,22,Commerce,3,59.81,6.2,3.52
S0944,Brittany Davidson,Male,19,Engineering,3,64.22,5.8,3.21
S0945,Brianna Rasmussen,Male,18,Arts,1,97.88,8.8,3.78
S0946,Rachel Good,Male,25,Engineering,2,58.34,4.2,3.62
S0947,Brianna Martin,Female,22,Engineering,2,56.74,3.5,2.47
S0948,Brian Hoffman,Male,19,Commerce,2,82.77,8.1,2.74
S0949,Jennifer English,Male,23,Commerce,1,82.64,4.4,3.43
S0950,Thomas Castro,Male,24,Science,2,93.51,7.3,2.37
S0951,Luke Bennett,Male,18,Commerce,3,86.57,4.2,3.7
S0952,Dr. Sara Williams,Female,18,Arts,3,76.55,2.8,2.64
S0953,Anthony Blair,Female,18,Commerce,4,67.23,5.4,2.91
S0954,Joshua Dixon,Female,23,Engineering,4,57.35,4.8,2.62
S0955,Kevin Cook,Male,23,Arts,4,96.19,7.1,3.05
S0956,Eugene Wilkins,Female,22,Engineering,4,53.38,8.5,2.17
S0957,Michael Williams,Male,23,Engineering,3,99.84,6.0,2.84
S0958,Christine Smith,Female,18,Science,3,81.86,4.4,3.09
S0959,Peter Mcfarland,Male,22,Arts,2,60.81,9.7,2.9
S0960,Michael Lane,Female,21,Arts,2,63.46,1.9,3.0
S0961,Stephanie Crawford,Male,23,Engineering,1,60.31,8.9,2.48
S0962,Michelle Douglas,Female,19,Science,3,67.47,4.5,3.24
S0963,Jacob Payne,Female,20,Science,2,57.94,6.4,3.11
S0964,Kimberly Lopez,Female,21,Arts,4,66.87,3.6,3.44
S0965,Harry Meyer,Male,24,Engineering,4,83.26,3.3,2.9
S0966,Jeffrey Nguyen,Male,20,Science,2,74.75,2.1,3.51
S0967,Robert Martin,Female,20,Arts,1,73.75,5.3,3.81
S0968,Jamie Clark,Male,18,Arts,1,60.49,6.6,3.93
S0969,Russell Phillips,Male,23,Engineering,3,91.95,2.3,3.8
S0970,Robert Turner,Male,21,Science,4,99.21,1.2,2.84
S0971,Kurt Bruce,Female,20,Commerce,1,94.88,4.7,2.56
S0972,Sharon Camacho,Female,24,Engineering,4,66.36,9.2,2.38
S0973,Debra Archer,Male,23,Science,1,71.29,2.8,3.08
S0974,Gina Flores,Female,21,Engineering,3,76.51,5.8,2.16
S0975,Joseph Donovan,Male,19,Arts,1,83.06,2.4,2.77
S0976,Nicholas Cherry,Female,22,Science,4,98.39,3.3,2.56
S0977,Michelle Carter,Male,21,Engineering,4,61.25,6.6,3.22
S0978,Michael Obrien PhD,Female,23,Engineering,2,75.93,1.2,2.51
S0979,Jennifer Miller,Female,25,Commerce,4,96.04,3.1,3.09
S0980,Amber Choi,Male,21,Engineering,4,67.11,6.3,3.62
S0981,Yolanda Williams,Female,20,Commerce,4,71.41,3.0,3.25
S0982,Emily Webster,Female,22,Arts,4,65.34,6.8,3.78
S0983,Megan Bates,Male,25,Commerce,4,90.74,1.0,3.75
S0984,Laura Mason,Male,24,Arts,2,98.28,3.7,3.3
S0985,Ronnie Garner,Female,25,Arts,1,98.65,2.4,2.39
S0986,Kyle Olson,Male,21,Arts,3,86.14,9.3,2.84
S0987,Eduardo Davis,Male,23,Commerce,4,61.03,4.7,3.12
S0988,Donald Powell,Female,22,Science,3,59.94,9.5,3.96
S0989,Heather Austin DDS,Male,25,Engineering,4,84.55,1.1,3.15
S0990,Keith Price,Male,23,Arts,2,95.19,3.1,2.18
S0991,Dustin Cohen,Female,21,Science,1,98.43,5.3,2.23
S0992,William Campos,Female,20,Engineering,2,85.35,6.2,2.64
S0993,Jonathan Yu,Female,22,Commerce,3,97.03,8.8,2.87
S0994,Brian Wise,Female,20,Commerce,3,68.35,5.2,3.47
S0995,Steven Vasquez DDS,Male,21,Arts,2,61.27,6.4,2.82
S0996,Haley Underwood,Male,19,Science,4,85.23,7.5,2.76
S0997,Alexa Ayers,Male,20,Science,3,52.34,5.6,2.49
S0998,Heather Benton,Male,23,Engineering,3,67.37,5.7,2.7
S0999,Mr. Ronnie Johnson,Male,21,Arts,4,83.97,7.8,2.14
S1000,Jill Mckenzie,Male,24,Science,4,98.24,5.8,2.12
S1001,Brian Mcdonald,Male,20,Arts,1,81.95,10.0,2.64
S1002,Christopher Perez,Female,19,Engineering,1,82.58,4.7,3.18
S1003,Christine Cox,Female,19,Commerce,1,91.2,9.2,2.59
S1004,Annette Burke,Male,18,Science,3,51.64,4.0,3.04
S1005,Kayla Robinson,Female,24,Commerce,4,87.69,7.3,3.33
S1006,Michael Oneill,Female,19,Arts,2,85.99,5.1,2.94
S1007,Lydia Camacho,Female,21,Science,3,50.54,9.1,3.25
S1008,Amanda Mann,Male,19,Engineering,1,76.87,4.6,2.84
S1009,Ashley Nelson,Male,24,Arts,4,89.99,5.4,3.91
S1010,Charlene Gonzalez,Female,20,Science,2,51.03,2.6,2.9
S1011,John Carter,Female,21,Commerce,3,74.93,1.2,3.98
S1012,Adam Baker,Female,22,Science,1,82.89,7.9,2.97
S1013,Brandon Perez,Female,20,Science,2,98.69,9.2,2.73
S1014,Timothy Taylor,Male,22,Commerce,2,72.06,7.4,2.47
S1015,David Marshall,Female,23,Arts,2,80.51,6.1,2.35
S1016,Cassandra Smith,Male,23,Engineering,2,71.94,6.1,2.76
S1017,James Brown,Female,20,Arts,1,74.83,2.2,2.96
S1018,Robin Perez,Female,18,Arts,2,67.88,4.9,3.37
S1019,Phyllis Jones,Male,20,Science,2,78.61,8.3,2.57
S1020,Thomas Walker,Male,23,Engineering,2,97.25,9.8,3.15
S1021,Megan Chen,Female,23,Commerce,4,85.88,4.9,3.73
S1022,Jason Brown,Female,22,Engineering,4,99.97,7.4,3.61
S1023,Carol Moore,Female,21,Science,4,88.12,2.1,2.51
S1024,Michael Long,Female,23,Arts,3,80.79,9.3,3.73
S1025,Angela Barton,Male,18,Commerce,3,55.61,4.7,2.75
S1026,Kimberly Lopez,Female,20,Commerce,2,62.31,3.9,2.76
S1027,Anthony Walker,Male,19,Science,2,76.43,3.7,2.22
S1028,Kelsey Cain,Female,21,Commerce,1,77.69,3.3,2.87
S1029,Stanley Duncan,Female,18,Engineering,2,62.74,9.4,2.55
S1030,Steven Robles,Female,23,Engineering,1,99.17,8.2,3.36
S1031,Shane Wolf,Female,22,Engineering,3,71.97,7.9,2.56
S1032,Jamie Nichols,Female,25,Engineering,3,67.32,5.3,2.64
S1033,Julie Roth,Male,18,Arts,3,69.68,3.5,2.26
S1034,Robert Serrano,Female,19,Commerce,1,89.38,3.9,3.67
S1035,Jill Richards,Female,18,Engineering,1,97.41,1.9,3.04
S1036,Joseph Nguyen,Female,21,Science,2,79.57,7.6,2.42
S1037,Craig Flynn,Female,22,Science,1,61.3,8.0,3.32
S1038,James Cross,Male,21,Arts,3,93.95,7.0,3.53
S1039,Gina Garcia,Female,25,Engineering,2,76.2,9.0,3.18
S1040,Geoffrey Mccormick,Female,18,Commerce,3,63.8,5.0,2.04
S1041,Melissa Flores,Female,19,Science,2,77.95,5.3,2.89
S1042,Sarah Hamilton,Male,21,Science,4,53.95,4.6,2.93
S1043,Jessica Roberts,Female,20,Engineering,3,66.17,1.8,2.27
S1044,Brent Pham,Male,18,Engineering,2,51.43,6.1,3.16
S1045,David Noble,Female,19,Commerce,4,86.46,4.2,3.07
S1046,Amanda Klein,Female,22,Science,2,86.79,7.7,2.63
S1047,Kelly Holder,Male,22,Science,4,54.74,5.4,3.37
S1048,Timothy Morton,Male,23,Engineering,2,60.4,4.9,3.47
S1049,Pamela Dunn,Female,23,Commerce,2,93.45,2.5,3.81
S1050,Karen Burton,Female,25,Engineering,1,76.46,3.3,2.71
S1051,Elizabeth Valenzuela,Male,21,Engineering,4,66.26,7.3,2.7
S1052,Marc Mata,Female,21,Science,4,62.88,7.3,3.02
S1053,Cristina Griffith,Female,22,Commerce,2,98.83,5.7,3.96
S1054,Michael Williams,Male,24,Engineering,2,59.95,9.7,3.8
S1055,Debbie Boyd,Male,18,Engineering,2,53.03,3.2,3.11
S1056,Anthony White,Female,22,Engineering,4,97.0,8.6,3.65
S1057,Gordon Peters,Male,23,Science,3,62.89,2.6,2.92
S1058,Erica Lang,Female,21,Science,1,71.51,5.2,3.13
S1059,Kelsey Jones,Female,18,Commerce,4,57.06,1.0,2.59
S1060,George Rocha,Male,23,Engineering,1,87.2,5.2,2.71
S1061,Gina Harris,Male,21,Engineering,2,56.88,7.7,3.26
S1062,Francisco Webster,Female,20,Commerce,4,58.94,3.7,3.23
S1063,Haley Lopez,Male,23,Engineering,2,90.53,8.9,2.4
S1064,Jose Clark,Female,25,Engineering,2,61.98,5.1,2.26
S1065,Michael Scott,Female,25,Engineering,1,53.83,3.7,3.79
S1066,Deborah Young,Male,23,Science,3,68.37,7.6,3.41
S1067,Jennifer Summers,Male,19,Engineering,1,93.71,4.9,2.49
S1068,Barbara Anderson,Female,19,Science,3,59.72,1.2,3.36
S1069,Thomas Davis DVM,Male,20,Commerce,3,84.72,2.1,3.31
S1070,Elizabeth Pitts,Male,24,Science,1,85.75,9.8,3.11
S1071,James Nguyen,Male,23,Science,1,53.58,9.1,2.24
S1072,Bruce Hart,Female,19,Arts,2,90.5,5.2,3.1
S1073,Cynthia Mclean,Male,24,Engineering,1,90.6,3.4,2.97
S1074,Sara Lopez,Female,18,Arts,2,76.37,5.1,3.4
S1075,Andrea Weeks,Female,21,Commerce,2,99.09,8.1,3.45
S1076,Sarah Miles,Female,18,Arts,1,99.59,5.9,3.01
S1077,John Smith,Female,25,Science,2,99.13,2.0,2.78
S1078,Jason Benton,Female,24,Arts,1,98.35,5.6,3.19
S1079,Janice Davis,Male,21,Arts,2,67.99,4.7,3.31
S1080,Jon Sanchez,Female,25,Commerce,2,76.84,5.7,3.82
S1081,Devin Martinez,Female,22,Science,2,52.66,3.1,2.58
S1082,Connie Anthony,Male,20,Commerce,1,80.96,4.6,3.26
S1083,Susan Gutierrez,Male,20,Arts,2,79.97,2.6,2.52
S1084,Danielle Long,Female,18,Science,2,72.41,8.1,2.04
S1085,Frederick Collier,Male,22,Science,3,63.08,1.4,3.5
S1086,Ian Ibarra,Female,25,Commerce,2,64.16,4.1,3.19
S1087,Austin Dyer MD,Male,21,Commerce,4,78.79,9.7,3.7
S1088,Billy Jones,Female,18,Commerce,4,99.65,9.1,3.15
S1089,Cassandra Smith,Female,20,Commerce,3,98.27,1.0,2.92
S1090,Corey Valencia,Female,21,Science,2,90.9,6.3,3.24
S1091,Juan Fuller,Male,22,Arts,3,73.7,5.4,2.29
S1092,Angela Mathews,Male,23,Arts,2,65.76,5.3,2.44
S1093,Bradley Ewing,Male,22,Commerce,4,68.79,5.3,3.94
S1094,Erik Lewis,Female,19,Arts,1,75.89,2.4,2.5
S1095,Shawn Caldwell,Female,19,Arts,2,90.07,2.7,3.98
S1096,Allison Hoffman,Female,20,Science,4,66.59,9.3,2.31
S1097,Frederick Tucker,Female,18,Commerce,4,87.54,7.9,3.42
S1098,Jamie Griffith,Male,22,Engineering,2,53.31,5.0,2.44
S1099,Connor Mcguire,Female,18,Arts,2,64.11,4.6,3.25
S1100,Alexa Sims,Female,18,Engineering,3,99.24,9.9,3.45
S1101,Susan Pratt,Male,25,Science,2,74.64,3.6,2.55
S1102,Amanda White,Female,20,Commerce,1,64.66,8.7,3.83
S1103,Timothy Zavala,Female,18,Science,4,55.85,1.6,3.52
S1104,Jenny Irwin,Female,24,Commerce,2,52.44,2.3,2.32
S1105,Anna Liu,Male,21,Science,2,57.67,8.8,2.17
S1106,Carol Serrano,Female,20,Arts,2,88.95,3.9,2.68
S1107,Michael Sanders,Female,24,Commerce,2,56.71,6.3,3.59
S1108,Aaron Hoffman,Female,23,Science,4,60.52,3.8,2.2
S1109,Leah Lara,Female,23,Science,2,75.67,3.3,2.5
S1110,Daniel Sampson,Male,19,Arts,3,69.87,2.9,2.55
S1111,Jonathan Daniels,Male,18,Arts,1,65.63,6.7,3.04
S1112,Daniel Khan,Male,19,Commerce,3,73.27,1.8,2.17
S1113,Stephanie Hall,Female,23,Arts,1,68.17,9.2,2.84
S1114,Nicholas Liu,Female,25,Science,2,91.95,5.8,3.95
S1115,Hannah Munoz,Male,23,Science,2,81.43,8.4,3.81
S1116,Jordan Moyer,Male,22,Science,1,76.82,7.8,2.0
S1117,Nicole Armstrong,Male,22,Commerce,3,62.3,3.7,2.72
S1118,Amber Stone,Male,21,Commerce,1,76.26,6.5,3.17
S1119,Lisa Berry,Male,19,Commerce,3,70.77,3.0,3.53
S1120,James Thomas,Female,22,Arts,1,78.64,6.9,3.14
S1121,Lisa Hinton,Female,19,Arts,4,91.5,7.6,3.6
S1122,Candice Washington,Male,21,Science,2,51.72,7.6,2.92
S1123,Joshua Santos,Female,25,Science,2,72.59,5.7,2.05
S1124,David Petersen,Male,23,Science,4,63.89,6.6,3.22
S1125,Donna Hayes,Female,21,Engineering,4,66.62,6.0,2.3
S1126,Jennifer Edwards MD,Female,23,Engineering,3,63.35,5.9,3.89
S1127,Mr. Kevin Smith,Female,20,Science,1,77.2,1.4,3.54
S1128,William Schmidt,Male,21,Science,3,96.49,9.9,3.28
S1129,Michael Fernandez,Female,19,Arts,1,64.11,4.5,3.92
S1130,Amy Price,Male,24,Engineering,4,95.04,2.2,3.97
S1131,Eileen Banks,Female,21,Science,1,94.95,5.7,3.63
S1132,Alyssa Tran,Male,20,Engineering,1,93.32,3.6,3.76
S1133,Cathy Armstrong,Female,20,Arts,4,82.17,7.0,3.31
S1134,Bobby Jackson,Male,25,Science,4,76.45,7.2,3.75
S1135,Stacey Glass,Female,18,Arts,3,67.57,1.4,3.67
S1136,Christopher Rose,Male,22,Science,2,56.14,7.1,2.67
S1137,Travis Evans,Female,25,Engineering,3,97.9,9.6,3.87
S1138,Donna Blevins,Male,18,Science,1,65.98,5.6,2.93
S1139,Jennifer Berry,Female,24,Commerce,3,65.02,6.6,2.35
S1140,Roberto Barnett,Male,24,Arts,4,62.3,5.5,3.17
S1141,Timothy Oconnor,Female,21,Science,4,74.03,4.6,2.33
S1142,Lawrence Mann,Female,23,Engineering,3,71.07,2.3,2.03
S1143,Elizabeth Kennedy,Female,19,Engineering,3,73.55,8.8,3.94
S1144,Eric Edwards,Male,19,Engineering,3,55.78,6.2,3.32
S1145,Amanda Jimenez,Male,18,Commerce,2,90.54,1.6,3.55
S1146,Cindy Thompson,Male,19,Arts,3,71.51,5.4,3.79
S1147,Ashley Ramos,Female,23,Science,2,92.94,8.5,3.11
S1148,Sean Evans,Male,18,Arts,2,55.57,1.3,2.09
S1149,Mary Vincent,Male,24,Engineering,4,89.7,9.9,2.36
S1150,James Herrera,Female,22,Science,4,55.08,2.0,3.23
S1151,Jason Mack,Male,19,Science,4,91.23,1.9,3.02
S1152,Julia Mathews,Female,20,Arts,3,68.66,8.9,3.79
S1153,Susan Scott,Female,23,Engineering,4,56.78,4.2,3.85
S1154,Kenneth Garrison,Male,18,Engineering,1,74.95,6.2,3.71
S1155,Mary Neal,Male,22,Science,2,57.15,2.3,3.92
S1156,Brandon Hall,Female,23,Engineering,4,81.42,2.6,2.37
S1157,Chad Hamilton,Female,22,Arts,4,83.19,4.2,2.36
S1158,Jacqueline Thompson,Female,21,Engineering,2,94.2,2.3,2.09
S1159,James Nixon,Male,20,Arts,4,62.9,8.9,2.53
S1160,Gabriel Hughes,Male,25,Science,1,84.42,2.9,3.05
S1161,Dean Gomez,Female,19,Arts,4,88.11,5.7,3.71
S1162,Michael Duke,Male,25,Arts,2,59.13,3.6,2.17
S1163,Jason Shelton,Female,21,Commerce,4,84.05,5.5,2.07
S1164,Arthur Bridges,Female,19,Engineering,2,68.94,9.3,3.8
S1165,David Moore,Female,25,Commerce,2,98.29,9.9,3.01
S1166,Susan Smith,Female,25,Commerce,2,98.52,8.0,2.85
S1167,Nicholas Hernandez,Female,20,Commerce,4,78.9,5.6,3.71
S1168,Kimberly Mendez,Female,18,Arts,3,92.3,6.1,2.64
S1169,Kevin Bailey,Female,20,Science,1,80.46,7.0,2.5
S1170,Nicole Barnett,Female,23,Engineering,3,82.97,7.8,2.9
S1171,Brittany Payne,Female,23,Engineering,4,86.3,7.0,3.65
S1172,Lori Rodriguez,Male,20,Science,4,63.1,1.7,3.31
S1173,Jill Hodges,Male,20,Commerce,4,88.19,2.5,2.4
S1174,Benjamin Velez,Male,21,Commerce,3,73.1,9.7,3.28
S1175,Justin Lynch,Male,20,Science,1,61.85,4.8,2.03
S1176,Eric Kim,Female,22,Commerce,3,71.17,1.6,2.43
S1177,Chelsea Gonzales,Male,23,Engineering,1,80.46,7.4,2.69
S1178,Angela Hill,Male,21,Engineering,3,51.99,3.4,3.9
S1179,Amy Wilson,Male,22,Engineering,4,91.97,9.9,2.27
S1180,Christopher Chambers,Male,18,Science,1,56.23,4.6,3.45
S1181,Katherine Meyer,Female,25,Commerce,3,83.91,8.4,2.86
S1182,Kim Sanchez,Female,21,Commerce,1,51.02,7.5,3.59
S1183,Jessica Christian,Female,25,Science,2,74.2,5.2,2.85
S1184,Vicki Wilkinson,Female,25,Science,1,60.46,5.9,3.93
S1185,Valerie Boyer,Male,20,Science,3,91.9,3.6,2.36
S1186,Michelle Rangel,Female,18,Commerce,3,97.02,4.8,2.92
S1187,Darlene Avery,Female,21,Commerce,4,71.46,3.6,2.95
S1188,Tyrone Washington,Female,25,Engineering,3,86.87,2.3,2.11
S1189,Kara Cox,Male,21,Engineering,4,60.8,4.2,3.5
S1190,Pamela James,Male,23,Science,2,64.53,3.1,2.0
S1191,Kathryn Chandler,Female,25,Arts,3,75.45,8.8,3.53
S1192,Mrs. Donna Lee,Female,18,Arts,1,50.2,6.3,3.72
S1193,Melissa Foster,Female,19,Arts,3,93.98,9.6,2.57
S1194,Aaron Nunez,Male,18,Science,3,58.99,1.7,3.85
S1195,Jeremy Phillips,Male,24,Science,1,69.75,6.9,2.17
S1196,Brian Kramer,Female,25,Science,4,85.57,6.0,3.8
S1197,Rodney Benjamin,Female,25,Arts,2,72.99,2.3,2.21
S1198,Paul Gonzalez,Female,21,Engineering,3,53.68,3.5,3.42
S1199,Hector Young,Female,20,Engineering,1,83.84,4.6,2.66
S1200,Steven Liu,Male,21,Commerce,1,95.98,1.1,3.55
S1201,Rhonda Nguyen,Female,22,Commerce,4,59.05,4.8,3.53
S1202,April Johnson,Male,24,Commerce,3,74.36,4.6,2.97
S1203,Ashley Lowe,Female,21,Commerce,3,53.32,5.5,2.12
S1204,Mitchell Gomez,Male,20,Science,1,85.75,1.8,2.21
S1205,Melissa Roberts,Male,18,Engineering,2,56.96,4.9,2.01
S1206,John Andrews,Male,18,Arts,2,97.67,3.6,3.35
S1207,Amanda Miller,Male,18,Engineering,3,51.16,8.5,3.02
S1208,Ariana Gallagher,Male,25,Arts,1,93.29,6.4,3.87
S1209,Nicole Martinez,Female,22,Engineering,1,80.52,8.3,2.81
S1210,Jason Tanner,Female,20,Science,3,60.22,6.7,3.61
S1211,Michael Gibbs,Male,21,Commerce,4,87.07,9.4,2.35
S1212,Richard Norris,Male,22,Engineering,4,95.46,4.1,3.6
S1213,Amanda Marks MD,Male,23,Engineering,3,97.95,5.0,3.7
S1214,Erica David,Male,24,Commerce,2,59.05,7.5,2.44
S1215,Mr. Trevor Smith,Female,21,Engineering,1,59.83,3.0,2.49
S1216,Rachel Hill,Female,18,Engineering,2,88.65,8.2,2.33
S1217,James Gonzales,Male,24,Science,4,71.37,3.4,2.72
S1218,Ryan Mccoy,Female,19,Engineering,3,55.5,5.0,2.58
S1219,Jerry Hall,Female,22,Science,1,74.04,1.2,3.96
S1220,Kristin Tran,Female,21,Engineering,4,82.3,8.1,3.56
S1221,Abigail Moore,Male,20,Commerce,2,71.71,4.7,2.74
S1222,John Hernandez,Female,22,Arts,1,72.98,4.4,3.83
S1223,Autumn White,Male,23,Arts,4,80.0,8.8,3.75
S1224,Jim Coleman DDS,Male,23,Science,4,92.67,5.5,2.29
S1225,John Shannon,Female,19,Engineering,3,54.51,6.0,2.2
S1226,Robert Anderson,Female,20,Arts,1,86.0,8.7,3.46
S1227,Melissa Sanchez,Male,25,Engineering,4,63.78,8.7,2.44
S1228,Joyce Williams,Female,23,Commerce,1,53.05,9.5,2.56
S1229,Donald Olson,Male,20,Science,2,57.3,8.6,3.16
S1230,John Gray,Female,25,Commerce,1,98.92,2.7,3.37
S1231,Amber Green,Male,22,Arts,4,76.58,1.2,2.45
S1232,Marvin Vang,Female,22,Arts,4,78.08,4.3,2.14
S1233,Shannon Gonzalez,Female,19,Arts,4,58.75,7.6,3.14
S1234,Ryan Brooks,Male,24,Engineering,1,58.24,7.2,3.78
S1235,Andrew Brown,Female,19,Engineering,3,50.45,8.8,3.64
S1236,Michael Kidd,Male,21,Engineering,2,61.9,2.8,2.35
S1237,Suzanne Collins,Female,20,Arts,3,82.87,4.2,2.17
S1238,Timothy Garcia,Female,24,Commerce,3,82.36,9.6,3.76
S1239,Curtis Mora,Female,23,Engineering,3,93.89,8.0,2.16
S1240,Amanda Craig,Male,23,Arts,4,98.26,8.5,3.53
S1241,Amanda Perez,Male,20,Engineering,4,52.68,2.1,2.63
S1242,Tiffany Mcdonald,Male,19,Science,1,98.48,5.5,3.37
S1243,Sarah Manning,Male,22,Arts,3,76.27,8.6,3.51
S1244,Doris Neal,Male,20,Science,2,80.73,1.4,2.93
S1245,Tasha Dixon,Male,24,Engineering,4,63.4,7.1,2.72
S1246,Laura Harding,Male,22,Engineering,1,58.1,9.0,3.92
S1247,Mark Williams,Male,20,Science,3,56.19,2.2,3.04
S1248,Stephanie Walker,Male,25,Commerce,2,76.26,7.7,3.32
S1249,Jonathan Martinez,Female,25,Science,3,63.61,1.3,2.25
S1250,Randall Livingston,Male,19,Engineering,4,76.78,9.0,3.04
S1251,Kenneth Jones,Male,23,Engineering,2,50.13,3.5,3.7
S1252,Sarah Wheeler,Male,18,Engineering,1,52.82,6.9,3.53
S1253,Shawn Moses,Male,18,Commerce,2,95.26,2.6,3.8
S1254,Marcus Miller,Female,18,Engineering,3,65.28,9.7,2.73
S1255,Kevin Lara,Male,18,Engineering,1,80.5,9.6,2.9
S1256,Kimberly Rodriguez,Male,18,Commerce,2,58.94,8.2,2.04
S1257,Jacqueline Garrett,Female,21,Engineering,4,56.28,8.6,2.55
S1258,Brenda Olsen,Male,24,Arts,1,95.21,9.8,3.8
S1259,Amber Richardson,Female,22,Arts,4,67.38,9.0,2.72
S1260,Jay Lawson,Female,24,Commerce,3,93.34,6.9,3.33
S1261,Bryce Shelton,Male,19,Commerce,3,90.31,9.5,2.33
S1262,Amber Manning,Female,22,Commerce,1,50.54,5.6,2.34
S1263,Mckenzie Meyers,Male,19,Engineering,2,60.43,9.9,3.51
S1264,Michael Richardson,Male,23,Commerce,4,64.56,7.4,3.91
S1265,Devin Cisneros,Male,21,Commerce,4,60.81,2.6,3.53
S1266,Jennifer Smith,Male,24,Commerce,2,81.54,1.3,3.56
S1267,Patricia Williams,Female,25,Commerce,4,81.14,2.0,2.1
S1268,John Gibson,Male,24,Engineering,3,81.25,7.7,2.56
S1269,Dr. Kendra Stewart,Female,22,Arts,2,88.05,4.6,2.93
S1270,Jesse Young,Female,24,Science,4,50.68,2.9,3.1
S1271,Miss Beth Garcia,Male,18,Engineering,4,93.28,2.5,2.32
S1272,Paul Brown,Female,21,Engineering,3,98.04,8.3,3.18
S1273,Lori Reed,Male,22,Commerce,3,84.95,5.1,3.83
S1274,Chris Sawyer,Male,18,Science,3,81.81,8.2,3.27
S1275,Nathan Clay,Male,23,Engineering,1,98.91,9.3,2.22
S1276,Tyler Williams,Male,24,Engineering,4,65.64,3.3,3.45
S1277,Brandon Lewis,Female,22,Science,1,54.65,10.0,3.43
S1278,Shannon Weeks,Male,22,Engineering,4,99.17,7.4,3.45
S1279,Jo Gallagher,Male,19,Engineering,4,56.92,8.1,3.06
S1280,James Frederick,Female,21,Commerce,2,58.74,1.9,3.76
S1281,Colin Hall,Female,21,Commerce,1,91.99,9.4,3.18
S1282,Kendra Edwards,Female,24,Arts,2,70.94,4.9,2.64
S1283,Ann Underwood,Female,19,Commerce,1,89.99,6.0,2.76
